,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
510,Manmeet50830652,#ziddibande,INDIA,4,5,1174,51,"#TihariTuTohKhudExposedHai

Zee news 
😆 https://t.co/nLHFuHhzQZ",['TihariTuTohKhudExposedHai']
511,Manmeet50830652,#ziddibande,INDIA,4,5,1174,96,"Nationalist @sudhirchaudhary
With Pakistani President #TihariTuTohKhudExposedHai 
@_garrywalia https://t.co/3cfVcT0Qwt",['TihariTuTohKhudExposedHai']
512,Manmeet50830652,#ziddibande,INDIA,4,5,1174,186,People to @sudhirchaudhary #TihariTuTohKhudExposedHai https://t.co/ViDP7xg3AA,['TihariTuTohKhudExposedHai']
513,Manmeet50830652,#ziddibande,INDIA,4,5,1174,117,"Sudhir Chaudhary is a true nationalist, he is with Indian Prime Minister #TihariTuTohKhudExposedHai https://t.co/om4FHkqO2y",['TihariTuTohKhudExposedHai']
514,adnanraza_,#cricketer #athlete #Jamian #JAMIA_MILLIA_ISLAMIA,New Delhi,95,295,76087,976,"Zee News has insulted farmers many times . I request @CHARANJITCHANNI to take zee media off air from punjab till they don’t tender apology to farmers 

 #TihariTuTohKhudExposedHai",[]
515,SmileyArora6,,,7,3,415,187,"Retweet

#StandWithTikait 
#TihariTuTohKhudExposedHai https://t.co/gt2ntmAXkl","['StandWithTikait', 'TihariTuTohKhudExposedHai']"
516,Pradeep69196331,@pkmeenaswm,,129,48,97,1077,"Already exposed 👇
#TihariTuTohKhudExposedHai https://t.co/T3QhOtsVhr",['TihariTuTohKhudExposedHai']
517,hussain_amz,"( Committed for work, professional ). 

And say, “Truth has come and falsehood has vanished. Falsehood is surely bound to vanish.”
-Qur'an 17:81",,719,930,54843,392,"Sudhir Chaudhary exposing himself, the whole country knows, these are Dalal Media, Godi Media..

#TihariTuTohKhudExposedHai

#StandwithTikait https://t.co/NxBhVa0XTj",[]
518,kumar_jk10,goldsmith  (bhagganpuri luxmimarket) bhw127021 (Hr),"Bhiwani, India",108,107,6255,1077,"Already exposed 👇
#TihariTuTohKhudExposedHai https://t.co/T3QhOtsVhr",['TihariTuTohKhudExposedHai']
519,Ashokme96583783,गर्व_से_कहो_मैं_किसान_हूं,"Kota, India",4122,2490,24646,1077,"Already exposed 👇
#TihariTuTohKhudExposedHai https://t.co/T3QhOtsVhr",['TihariTuTohKhudExposedHai']
520,Only_Mohabbat,ਮੇਰੀ ਮਿਹਨਤ ਜਾਰੀ ਆ ਤੇਰੀ ਰਹਿਮਤ ਸਾਰੀ ਆ 💫,Canada 🍁,1612,7867,162542,1,"Guys please make this trend!

#TihariTuTohKhudExposedHai",['TihariTuTohKhudExposedHai']
521,ManakdeepS,ਜਿੱਤਾਂਗੇ ਜਰੂਰ ਜਾਰੀ ਜੰਗ ਰੱਖਿਉ,Tikri Border,466,466,14566,10,"Godi Media, just obey your boss.
#StandWithTikait 
#TihariTuTohKhudExposedHai https://t.co/wJZjSocC9Z","['StandWithTikait', 'TihariTuTohKhudExposedHai']"
522,ManakdeepS,ਜਿੱਤਾਂਗੇ ਜਰੂਰ ਜਾਰੀ ਜੰਗ ਰੱਖਿਉ,Tikri Border,466,466,14566,324,"Those who are sold themselves, they tell others to be sold......

 #TihariTuTohKhudExposedHai
#TihariTuTohKhudExposedHai
#StandWithTikait https://t.co/FoUgX5s9i6","['TihariTuTohKhudExposedHai', 'TihariTuTohKhudExposedHai']"
523,karanktbd,"ਕਿਸਾਨ:- ਓ ਇਨਸਾਨ ਜੋ ਕਿਰਤ ਕਰਦਾ, ਨਾਮ ਜਪਦਾ, ਵੰਡ ਛਕਦਾ।","Haryana, India",4628,4848,4174,1,"Guys please make this trend!

#TihariTuTohKhudExposedHai",['TihariTuTohKhudExposedHai']
524,ManakdeepS,ਜਿੱਤਾਂਗੇ ਜਰੂਰ ਜਾਰੀ ਜੰਗ ਰੱਖਿਉ,Tikri Border,466,466,14566,94,Godi media separate hate nd fake news.  #TihariTuTohKhudExposedHai,['TihariTuTohKhudExposedHai']
525,Simranj54736692,love  current news,,136,372,24560,311,"I support 

#TihariTuTohKhudExposedHai https://t.co/yKxyOGzPjq",['TihariTuTohKhudExposedHai']
526,Simranj54736692,love  current news,,136,372,24560,146,"Trending 3  @_garrywalia

#TihariTuTohKhudExposedHai https://t.co/1V4AtCcZ3m",['TihariTuTohKhudExposedHai']
527,Simranj54736692,love  current news,,136,372,24560,257,"India With Farmers
@_garrywalia

#TihariTuTohKhudExposedHai",['TihariTuTohKhudExposedHai']
528,Simranj54736692,love  current news,,136,372,24560,117,"Sudhir Chaudhary is a true nationalist, he is with Indian Prime Minister #TihariTuTohKhudExposedHai https://t.co/om4FHkqO2y",['TihariTuTohKhudExposedHai']
529,Simranj54736692,love  current news,,136,372,24560,161,"Nationalist @sudhirchaudhary
With Pakistani President #TihariTuTohKhudExposedHai https://t.co/ne2pFs3qqj",['TihariTuTohKhudExposedHai']
530,ManakdeepS,ਜਿੱਤਾਂਗੇ ਜਰੂਰ ਜਾਰੀ ਜੰਗ ਰੱਖਿਉ,Tikri Border,466,466,14566,4,#TihariTuTohKhudExposedHai @sudhirchaudhary  dalla of the year 😂 https://t.co/new0FslirB,['TihariTuTohKhudExposedHai']
531,ManakdeepS,ਜਿੱਤਾਂਗੇ ਜਰੂਰ ਜਾਰੀ ਜੰਗ ਰੱਖਿਉ,Tikri Border,466,466,14566,13,"Doggy.......
#TihariTuTohKhudExposedHai https://t.co/9vxpHrEO1T",['TihariTuTohKhudExposedHai']
532,amanmangat08,"Veterinarian by Profession, Here only to Support #FarmersProtest","Ludhiana, Punjab ",744,4458,38789,5,"Godi Media, just obey your boss.#GodiMedia #ModiMedia #ShameonModi  We Stand With @RakeshTikaitBKU ji 💚🇮🇳✊🏻 #KisaanEktaZindabaad 
#StandWithTikait #FarmersProtest 
#TihariTuTohKhudExposedHai 👊🏻 https://t.co/jPLJuiG7wp","['GodiMedia', 'ModiMedia', 'ShameonModi']"
533,Simranj54736692,love  current news,,136,372,24560,182,"Asked Rs 100 crore from Naveen Jindal,if not given,Chudir Chaudhary of AP Seva,who ran negative news against his company,is running the agenda of exposing the farmers.
Chudir Chaudhary was sent to jail,This is a blot in the name of journalism itself.
 #TihariTuTohKhudExposedHai https://t.co/vIIRzSszxC",[]
534,Simranj54736692,love  current news,,136,372,24560,236,"Remember 100 crore and u went to jail 

Anyhow we remember everything 

 #TihariTuTohKhudExposedHai",['TihariTuTohKhudExposedHai']
535,Simranj54736692,love  current news,,136,372,24560,319,"Me to @sudhirchaudhary 😂

#TihariTuTohKhudExposedHai https://t.co/VF76CmcS1u",['TihariTuTohKhudExposedHai']
536,Simranj54736692,love  current news,,136,372,24560,373,"RT if you agree #StandWithTikait 
#TihariTuTohKhudExposedHai 
@_garrywalia https://t.co/JEo6ipWo3A","['StandWithTikait', 'TihariTuTohKhudExposedHai']"
537,Simranj54736692,love  current news,,136,372,24560,506,"This tihari is trying to expose Tikait. Irony! 

@_garrywalia

#TihariTuTohKhudExposedHai https://t.co/O4GaSxtvH5",['TihariTuTohKhudExposedHai']
538,Simranj54736692,love  current news,,136,372,24560,420,"Zee News is another name for fake news!!

#TihariTuTohKhudExposedHai
#StandWithTikait https://t.co/LZ8pmAG67D","['TihariTuTohKhudExposedHai', 'StandWithTikait']"
539,Simranj54736692,love  current news,,136,372,24560,59,The Hub of lies : Zee News #TihariTuTohKhudExposedHai https://t.co/NmEB38tcFI,['TihariTuTohKhudExposedHai']
540,Simranj54736692,love  current news,,136,372,24560,251,"I support this hastag RT if you agree 
   
@_garrywalia

#TihariTuTohKhudExposedHai https://t.co/g00ilEe0x8",['TihariTuTohKhudExposedHai']
541,Simranj54736692,love  current news,,136,372,24560,85,"Retweet fast  #TihariTuTohKhudExposedHai
#RakeshTikait #StandWithTikait https://t.co/T7BVQ8oFee","['TihariTuTohKhudExposedHai', 'RakeshTikait', 'StandWithTikait']"
542,Simranj54736692,love  current news,,136,372,24560,203,"No Doubt !!
@_garrywalia
#TihariTuTohKhudExposedHai",['TihariTuTohKhudExposedHai']
543,Simranj54736692,love  current news,,136,372,24560,307,"RT if you agree #StandWithTikait 
#TihariTuTohKhudExposedHai","['StandWithTikait', 'TihariTuTohKhudExposedHai']"
544,Simranj54736692,love  current news,,136,372,24560,229,Support this trend  #TihariTuTohKhudExposedHai,['TihariTuTohKhudExposedHai']
545,Simranj54736692,love  current news,,136,372,24560,151,"We love our farmers 
#TihariTuTohKhudExposedHai https://t.co/iuCBRQeJeg",['TihariTuTohKhudExposedHai']
546,Simranj54736692,love  current news,,136,372,24560,188,"Tikait is the voice of common man, not a slave #StandWithTikait
#TihariTuTohKhudExposedHai https://t.co/eDCfJ8Pww5","['StandWithTikait', 'TihariTuTohKhudExposedHai']"
547,Simranj54736692,love  current news,,136,372,24560,208,"#TihariTuTohKhudExposedHai
Subhash Chadra Goel owner of  Zee News and boss of Tihari Chowdary with family doing a family selfie with Modi https://t.co/B4JqT9ENT6",['TihariTuTohKhudExposedHai']
548,AKMACHINE8,"Chivalrous gentleman
feuter doc 
builder",,417,191,33061,1077,"Already exposed 👇
#TihariTuTohKhudExposedHai https://t.co/T3QhOtsVhr",['TihariTuTohKhudExposedHai']
549,Dhaliwal_Pinku,farmer,new Delhi,573,716,77229,38,Please RT min 10 times #TihariTuTohKhudExposedHai,['TihariTuTohKhudExposedHai']
550,Simranj54736692,love  current news,,136,372,24560,218,"#TihariTuTohKhudExposedHai
Tihari is pet #dog of the Government 

@MdIjarail18 https://t.co/LdCqytgmtD","['TihariTuTohKhudExposedHai', 'dog']"
551,Simranj54736692,love  current news,,136,372,24560,242,"A befitting reply by the farmers to the BJP's moves to defame the farmers' movement.

#StandWithTikait
#TihariTuTohKhudExposedHai 
#TihariTuTohKhudExposedHai

@MdIjarail18 https://t.co/CTDPTYcDUo",['StandWithTikait']
